,event_time,to_account,from_account,price_eth,token_id,permalink
0,2021-09-24T21:19:34,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x15fc7f8431c3e8346425fb403bd4a00592d1441c,0.1111,3350,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3350
1,2021-09-24T21:19:34,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0xdd5b25366a83cc76f21acc4ad5a8422d2b5e5b64,0.112,3352,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3352
2,2021-09-24T21:19:42,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x15fc7f8431c3e8346425fb403bd4a00592d1441c,0.12000000000000001,3910,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3910
3,2021-09-24T21:19:42,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x87755c54098374fa98f1f7a2672cfa900b61508b,0.10550000000000001,3581,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3581
4,2021-09-24T21:19:52,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x9e59c3fb5c186dca6e9151ca1dffcdf841208aca,0.1,4016,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/4016
5,2021-09-24T21:20:01,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x31c679c7c37e9cfcc3edd5a2d79881efd6cc7739,0.11950000000000001,3325,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3325
6,2021-09-24T21:20:01,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x451796c464957518cb0baa3457c05d9da79466ca,0.1,3391,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3391
7,2021-09-24T21:20:01,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x37548df919374deea24cf8df95cf5986a7af5ddf,0.1023,3816,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3816
8,2021-09-24T21:20:01,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x87755c54098374fa98f1f7a2672cfa900b61508b,0.11000000000000001,4351,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/4351
9,2021-09-24T21:20:01,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x60e4416bf0a10ea627b97ae48aac603bbec1132e,0.113,3475,https://opensea.io/assets/ethereum/0x233a65b06ef83ccf2fd58832086dd782f9da1642/3475
